,documentid,paymentid,amount,date,vendor_names,vendor_address
294,00d0240488407,00p0131909306,34.8,17640,MRDIYMSDNBHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWAASN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
295,00d0542653551,00p0827668044,320.0,17618,SWCENTERPRISESDNBHD,"5-7, JALAN MAHAGONI 7/1 SEKSYEN 4,BANDAR UTAMA, 44300 BATANG KALI, SELANGOR"
296,00d0314913072,00p0836975289,19.2,17411,KINGSCONECTIONERYSB,"NO. 20-A1, JALAAN SS6/3, KELANA JAYA, 47301 PETALING JAYA SELANGOR D.E."
297,00d0608126101,00p0573117974,25.6,17638,DOMNIOSPIZA,"NO.12, JALAN PERMAS MJAYA 10, BANDAR BARU PERMAS JAYA, 81750 MASAI JOHOR"
298,00d0307106203,00p0270253424,27.45,17349,SPEEDMZRRTSB,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR"
299,00d0108922007,00p0714257649,80.89,0,YNOGFATTENTERPRISE,NO 122.124. JALAN DEDAP13 8110 JOHOR BAHRU
300,00d0774260218,00p0560869902,72.93,17614,PAPPARICHBMC,"JALAN TEMENGGUNG 23/9 BANDAR MAHKOTA CHERAS 43200 SELNGOR DARUL EHSAN, MALSAYSIA"
301,00d0560446704,00p0231899318,22.3,17278,BBESTRESTAURANNT,"NO.12,JALAN S4C/5,PETALING JWYA SELANGOR DARUL EHSAN"
302,00d0513207673,00p0809881051,13.0,17610,CARREFOURRESTAURANT,"18,JALAN PEMRAS 10/7BANDSR BARU PERMAS JAYA, MASAI,JOHOR"
303,00d0805870344,00p0889333691,27.85,0,ANEKAINTERTRADEMARKETINTGSDNBHD,"LOT NO2, JQLAN UTARID U5/13, SEKSYEN U5, 40150 SNAH ALAM, SELANGOR DARUL EHSAN , MALAYSIA"
304,00d0734493835,00p0762435669,465.34,17528,SYARIKATPERNUIAGAANGINKE,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
305,00d0752976763,00p0271420907,64.7,17014,NMRDIYMSDNBHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
306,00d0390492165,00p0555344640,12.15,17256,OLIVEPHAERMACYSDNBHD,"69 JALAN NOVA U5/N, SEKSYEN U5 SUBANG BE"
307,00d0313212291,00p0950169186,28.2,17006,GOLDENARCHESRESTAURANTSSDNBHD,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, ALAN SS21/39,47 400 PETALING JAYA SELANGOR"
308,00d0464021737,00p0839804306,50.45,17321,SEGICASHCARRYSNBHD,"PT17920 SEK U9, SHAH ALLAM"
309,00d0379996414,00p0916561368,8.7,17609,UNIHAKKAINTERNATIONALSDNBHD,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
310,00d0677299556,00p0504275506,177.29,17110,SOEEDMARTSB,"LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANOR 1605-TMN SRI BINTANG"
311,00d0735262766,00p0955811695,6.0,17529,LIMSENGTHOHRDWARETRADING,"NO 7, SIMPANG OFF BATU VILLAGE, JALAN OIPOH BATU 5, 51200 KUALA LUMPUR MALAYSIA"
312,00d0649375713,00p0404607823,35.0,17716,DIGHUANYARESAURANT,"5,JALAN PERMAS 10/5, BANDAR BARULERMAS JAYA, 81750 JOHOR BAHRU,JOHOR"
313,00d0259552507,00p0876493998,772.0,0,SYSTATIONERY,"NO.36G JALAN BULAN BM U5/BM, BANDAR PIGGIRAN 8UBANG, SEKSYEN U5, 40150 SHAH ALAM, SEALNGOR."
314,00d0551541808,00p0624888606,33.9,18231,MRSDIYJOORSDNBHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (MR DIY TESCO TEBAU)"
315,00d0178827407,00p0695964547,65.55,17621,MIZUMENTAKSDDNBH,"NO: 1-&2 GROUND FLOOR, JLN TEMENGGUNG 13/9, 43200 CHERAS SELANGOR"
316,00d0810901932,00p0509459899,14.8,17185,FIVESTARCASHCAFRY,"G.23 & G.22, P LAZA SERI SETIA, NO.1 JALAN SS 9/1, 4730o PJ, SELANGOR."
317,00d0189067460,00p0596673034,12.6,17839,DOOMINOSPIZZA,"NO.12, JALAN PERMAS JAYA 10, BANDAR BARU PEMRASJAYA, 817450 MASAI JOHOR"
318,00d0928411057,00p0762203108,32.7,17522,ASIAMAART,"NO.23 BATU 10, TWMAN SENTOSA, JALAN KAPAR, 42200 KLANG, SELANGOR."
319,00d0921867955,00p0875454804,34.8,17640,MRDDIYMSDNBHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 4300 SERI KEMBANGAN, SELANGOR"
320,00d0394931168,00p0388685152,99.0,17611,LTWOFLORISTHANDICRAFT,"NO.49, JALAN MAHAGONI 7/2, SEKSYEN 44 BANDAR UTAMA, 44300 BAT ANG KALI, SELANGOR."
321,00d0665595833,00p0442232140,15.9,16933,SPEEDMARTSB,"LOT P.T. 2811, JALAN AGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1558-TMN PUSAT KEPONG"
322,00d0647759775,00p0370958880,66.0,17439,ANNGIAPTRADINGSDNBHD,"NO. 135, JALAN ANGI, 4350 SEMENYIH, SELA NGOR"
323,00d0437873955,00p0249633338,190.0,17807,PUBBISTROOWNBYCNUTRADING,"78G, JALAN SS1/62, DAMANSARA UTAMA, 4740 LETALING JAYA."
324,00d0743614936,00p0696355437,599.45,17604,BEYONDBROTHERSHARDWARE,"LOT 1-0-2, JLN 1/50, DIAMONDSQUARE, OFF JLN GOMBAK 53000 KUALA LUPUR"
325,00d0241023069,00p0717799799,122.8,17535,AEONCOMBHD,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR"
326,00d0997573916,00p0143469507,635.0,17271,BEEMDSPSDNBHHSD,"NO.48, JALAN DINAR G U3/G, SUBANG PERDANA, 40150 SHAH ALAM, SELANGOR D.E."
327,00d0982931302,00p0325169479,12.4,17062,SANYUSTATIONERYSHO,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40172 SETIA ALAM"
328,00d0635477367,00p0416321210,38.8,17618,MRDIIYMSDNBHD,"LOT 1851-A & 1851-B, JALAN KPB 6 , KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, 5EANGOR"
329,00d0944630849,00p0231208959,4.2,17613,SWENTERPRISESDNBHD,"5-7, JALAN MAHAGONI 7/1 SEKSYEN 4, BANDAR UTAMA, 44300 BATANG KALI, SELANGOOR"
330,00d0863890590,00p0633515158,13.19,17838,YHMAEONTEBRAUCITY,"S117, SECOND FLOOR, AEON TERBAU CITY, 1, JALAN DESA TEBRAU, TAMAN DESA TEBRAU, 81100 JOHOR BAHRU, JOHOE."
331,00d0407044350,00p0936300037,26.8,17439,GARDENIABAKERIESKLSDNBHD,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAJM, SELANGOR."
332,00d0572439292,00p0727023588,28.0,17616,MRDIYMSDNBHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KQAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
333,00d0369571763,00p0638023666,19.4,17430,HLNHWAHARDWARETRADING,"NO 37, JALAN MANIS 7, TAMAN SEGAR, 5610 CHERAS, KUALA LUMPUR."
334,00d0801912850,00p0232599961,1008.5,17432,PINGHWAITRADINGSDNBHD,"NO.2, JALAN METRO PERDANA TIMUR 11, KEPONG ENTERPRENUERS PARK, OFF JAIAM KEPONG, 52100 KUALA LUMUPR."
335,00d0504725741,00p0750921508,109.7,17684,SINNATHAMBYHOLDINGSSDNBHD,"NO.17,18 & 41,JALAN BESAR,39100 BRINCHANG, CAMERON HIGHLANDS, PAHANG"
336,00d0243046961,00p0561436417,9.65,17619,POPULARBOOKCOMSDNBHHD,"NO 8, JALAN 7/118, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA"
337,00d0992954979,00p0728351320,8.9,17665,UNIHAKKAINTERNATIONALSDNBHD,"12, JAL AN TAMPOI 7/4,KAWASAN PEFRINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
338,00d0632354255,00p0971567537,15.9,17428,MRDIYMSDNBHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43301 SERI KEMBANGAN, SELA NGOR"
339,00d0890929577,00p0289353585,46.55,17641,AEONCOMBHD,"3RD FLR, AEON TAMAN MLAURI SC JLN JEJAKA, TAMAN MALUI CHERAS, 55100 KUALA LUMPUR"
340,00d0685059326,00p0361138446,122.6,17171,SGEICASHCAFRYSDNBH,"PT17920, 8EKSYEN U9, 40150 SHAH ALAM, SELANGOR DARUL EHSAN."
341,00d0326687304,00p0621923085,46.9,17528,SANYUSTATIONERYSHOP,"NO. 31G&3G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM"
342,00d0831136284,00p0786293614,84.0,17564,SLFCASHCARRY,"NO.15, JLN TSJ2,TMN SUBANG JASA,OFF JLN BT 3 SUBANG, 40000 SHAH ALAM, SL."
343,00d0489061247,00p0452297819,887.1,17665,UROKOJAPNESECUISINESDNBHD,"22A-1, MALAN 17/54, SECTION 17, 46400 PETALING JAYA, SELANGOR."
344,00d0377951457,00p0693154757,7.6,17615,TRIPLESIXPOINTEMTERPRISE,NO 14 & 16 JALAN PERMAS 4/3 BANDATR BARU PERMAS JAY
345,00d0123031653,00p0869978345,47.4,17441,BBEDTRESTAURANT,"NO.12, JALAN SS4C/5,PETALING JAYA ZSELANGOR DARUL EHSAN"
346,00d0790157720,00p0511443222,59.54,17510,GARDENIABAKEIESKLSDNBHD,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR."
347,00d0744539202,00p0889335105,20.8,17307,SPEEDMARTSB,"LOT P.T. 2812, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1032-SUBANG PERDANA"
348,00d0854345015,00p0667627855,78.1,17478,SUBAGNHEALTHCARESDNBHD,"B-8, JALAN SS15/4D, 47500 SUBNG JAYA, SELANGOR"
349,00d0500564944,00p0311923570,38.0,0,MRDOYMSDNBHD,"LOT 1851-A & 1851-B, JQALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
350,00d0764855917,00p0249107251,73.0,17520,LIGHTROOMGALERYSDNBHD,"NO: 28,JALAN ASTANA 1C, BANDAR BUKIT RAJA, 41050 KLANG SELANGOR D.E, MALZYSIA"
351,00d0180967427,00p0307599222,28.5,17339,SUPERSEVENCASHCARRYDNBHD,"NO. 1 JALAN EURO 1 OFF JALAN BATU TIGA SUNGAI BULOH SEKSYEN U3 SHAH ALAM,40150"
352,00d0585896483,00p0958413370,94.19,17374,GARDENIABAKERIESKLSDNBHD,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR."
353,00d0185599105,00p0662381841,21.0,16825,MRDIYMSDNBHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
354,00d0443910003,00p0818070712,9.9,17653,POPULARBOOKCOMSDNBHD,"NO 8, JAALN 7/118B, DESA TUN RAZAK 560 0 KUALA LUMPUR, MALAYSIA"
355,00d0453904564,00p0646567455,68.63,17458,GADRENABAKERIESKLSDNBHD,"LOT 3, JALAN PELABUR 23/1, U03 00 SHAH ALAM, SELANGOR."
356,00d0952509602,00p0109499612,21.0,17624,GUARDIANHEALTHANDBEAAUTYSDNBHD,GUARDIAN GIANT BREM MALL G-19 LEVEL G BREM MALL
357,00d0319760858,00p0438543906,32.3,17777,PERNiAGAANZHENGHUI,NO.59 JALAN PERMAS 9/5 BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU
358,00d0255697730,00p0475339788,15.15,17687,THEMARCOPOLOKITCHBUKITINDAH,"NO 35,JALAN INDA H 15/2,BUKIT INDAH 81200 JHOOR BAHRU,JKOHOR"
359,00d0603631647,00p0223923104,1.0,17286,AMANOMALAYSIASDNBHD,12 JALAN PENGCAARA U1/48 TEMASYA INDUSTRIAL PARK 40150 SHAH ALAM SELANGOR
360,00d0827595193,00p0489193866,60.95,17592,SYARIKATLERNIAGAANGNIKEE,"NO 290, JALAN AIR APNAS, SEGTAPAK, 53200, KUALA LUMPUR."
361,00d0694169739,00p0604164531,21.0,17840,THETOASTFBSDBNBHD,LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERM AS 81750 JOHOR BAHRU JOHOR
362,00d0976342068,00p0554027220,85.54,0,PETTRODELIENTERPRISE,"LOT 485, TMN LEMBAH KERAMAT JLN ULU KELANG,  54200 KUALA LUMPUR"
363,00d0592371977,00p0215754407,63.69,17653,BBEYONDBROTHERSHATRDWARE,"LOT 1-0-2, JLN 1/50, DIAMOND SQUARE, OFF JLN GOMBAK 53000 KUALS LUMPUR"
364,00d0483826961,00p0157391310,159.0,17620,LIANHINGSTATUIONERYSDNBHD,"NO.32 & 33, JALAN SR 1/9, SEKSYEN 9, TAMAN SERDANG RAYA, 43300 SERI KEMBANGAN, SELANGOR DARUL EHSAN"
365,00d0139642641,00p0130376055,9.7,17681,UNIHAKKAINTERNATIONALSDNNBHD,"12, ALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200JOHOR BAHUR,JOHOR"
366,00d0238897436,00p0867219243,100.0,17866,PRINTEXPERTSDNBBHD,"NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40900 SHAH ALAM, SELANGOR"
367,00d0334664099,00p0791836213,53.67,17608,LITTLECRAVINSGSDNBHD,"HQ: 7, JLN SS21/34, 47400 PJ"
368,00d0752144290,00p0276425172,3.0,17778,KMFFUODICIOUSSDNNBHD,"NO. 9-G, JALAN PERUBATAN 2, PANDAN INDAH, 55100 KUALA LUMPUR."
369,00d0608566104,00p0842178859,8.7,0,SANYUSTATIONERYSHOP,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM"
370,00d0198786728,00p0254486012,9.0,17556,FUYIIMNIMARKET,"NO 43-45-47G, TAMAN SEJATI, IJOK, 4600 BESTARI JAYA, KUALA SELANGOR."
371,00d0490682838,00p0914671669,4.5,17324,SANYUSTATIONERYSHOP,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM"
372,00d0892499515,00p0572279092,2.2,17534,CWKHOIHARDWARESDNBHD,"NO.50,JALAN PBS 14/11, KAWASAN PERINDUSTRIAN BUKIT SERDANG,"
373,00d0758726468,00p0984202364,21.2,17592,SLFCASHCRRY,"NO. 15. JLN TSJ2,TMN SUVBANG JASA, OFF JLN BT 3 UBANG. 40000 SHAH ALAM. SEL."
374,00d0495694280,00p0167864815,5.8,17371,SANYUSTATIONERYSHOP,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 0170 SETIA ALAM"
375,00d0627668053,00p0238870910,5.75,17639,AEONCOMBGD,"3RD FLR, AEON TMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 51020 KKUALA LUMPUR"
376,00d0235890341,00p0920973403,67.85,17188,MEILETRESTAURABNT,"NPO 2, JALANBULAN BM U5/BM, SEKSYEN U5, 40150 SHAH ALAM, SELANGOR"
377,00d0976572552,00p0378832942,85.1,17258,TRISHZASSDNBHD,"4-20, JJALAN RIA 25/62 TAMAN SRI MUDA SEKSYEN 25, 4040 SHAH ALAM SELANGOR"
378,00d0770792669,00p0895651563,23.2,17387,GARDENIABAKERIESJLSDNBHD,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM,SELANGOR."
379,00d0724139826,00p0629039605,29.0,17548,ADVANCOCOPAYN,"NO 1&3, JALAN WANGSA DELIMA 12, WANGSA LINK, WANGSA MAJU, 53300 KUALA LUMPUDR"
380,00d0165073570,00p0598195765,538.0,17374,KIANOHANDELSDNBHD,NO 2A JALAN COCHRANE TAMAN MALURI 55100 KUALA LUMPUR
381,00d0922342206,00p0464318489,9.2,17594,PASARAYABORONGPINTARSDNBHD,"NO 19-G& 199-1& 19- JALAN TASIK UTAMA 4, MEDAN NIAGA TSAIKDAMAI"
382,00d0408489357,00p0740723452,8.4,17675,UNIHAKKANITERNATIONALSDNBHD,"12, JALANTAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BARU,JOHOR"
383,00d0969391958,00p0962748754,4.0,17383,MAKASSSARFRESHMARKTSB,"GROUND FLOOR, NO. 4 & 6, JALAN SS15/4B, 47500 SUBANG JAYA, SELANGOR ."
384,00d0945445352,00p0540293309,50.8,17615,MRDYMSDNBHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KASWASAN PERINNDUSTIAN BALAKONG, 4300 SERI KEKBANGAN, SELANGOR"
385,00d0675769257,00p0335180031,36.0,17514,SANYUSTATIONERYSHOP,"NO. 3G&3G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM"
386,00d0353443719,00p0713560704,31.0,17777,AEOBNCOMBHD,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAKMAN MALURI CHERAS, 5100 KUALA LUMPUR"
387,00d0981184214,00p0119989963,1.8,17651,WESTERNEASTERNSTATIONERUYSDNBHD,"42-46, JLN SULTAN AZLAN SHAH 521200 KUALA LUMPUR"
388,00d0696021247,00p0483335915,113.8,17279,TOKYOKITCHENCITTAMALLTOKYOKITCHENSDNBHD,"G-26, RD FLOOR,CITTA MALL, NO 1, JALAN P JU, 1A/4B, JLN PJU 1,ARA DAMANSARA, 47301 PETALING JAYA, SELANGOR."
389,00d0263805728,00p0349174241,33.9,17077,KEDAIUHATDANRUNCITDCHONGHWA,"3, JALAN PERDANA 5, TAMAN INDAH PERDANA, KEPONG, 521 00 KL."
390,00d0602427476,00p0503970943,8.6,17608,UNIHAKKAINTEDRNATIONALSDNBHD,"12, JALAN TAMPOI 7/4,KAWASAN PARIJDUSTRIAN TAMPOI,8120 JOHOR BAHRU,JOHOR"
391,00d0206414354,00p0202506474,29.68,17218,SARIKATPERNIAGAANGINKEE,"NO 290, J ALAN AIR PANAS. DETAPAK, 53200, KUALA LUMPUR."
392,00d0723945064,00p0732801550,48.95,17619,TONYMKOLYVIVACITY,"UNIT L1-0444B, VIVACITY MEGAMAL, JALAN WAN ALWI, 93350 KUCHING, SAAWAK."
393,00d0749657219,00p0105207321,47.7,17150,HAIORZYABHD,"LOT 11995, BATU 2, JALAM KAPAR 41400 KLANG, SELANGOR"
394,00d0416161702,00p0790454893,15.0,17528,RESTORANHASSANBISTRO,NPO.2-1-1 JALAN SEITA PRIMA Q U 13/Q 5EITA ALAMM 40170 SHAN ALAM SELANGOR
395,00d0471481845,00p0226554266,15.4,17640,MRDIYMXDNBHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
396,00d0951021760,00p0790043827,3.7,17548,TKDIVISIONKICHSENNSDNBHD,"19-1. JALAN MALINJA 2, TAMAN UBNGA RAYA, 53100 SETA PAK, KUALA LUMPUR."
397,00d0569507667,00p0624996351,12.3,17635,LAVENDERCONFECTINERYBAKERYSB,"LOI G29 & G30, AEON MALL TEBRAU CITY, NO. 1, JALAN DESA TEBRU, TAMAN DESA TEBRAU, 81100 JOHOR BAHRU."
398,00d0763327632,00p0185441749,156.0,17622,SNWHARDWARECENTREMSDNHBD,"NO: G3, BLK G, JLN PJU 1A/3, ARA DAMANSARA, 47301 PETAL ING JAYA, SELANGOR DARUL EHSAN."
399,00d0346543074,00p0914891027,341.8,18140,ABCHOTRADING,"NO.2&4, JALAN HARMONI 3/2, TAMAN DESA HARMONI. 81100 JOHOR BAHRU JOHOR"
400,00d0686397126,00p0559086015,9.6,17606,RESTORANWANHENG,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9,  BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR"
401,00d0388190762,00p0857969142,2950.0,17460,INSPARKLETRADIHNGSDNBHD,"NO.LOT 24, BATU 11 KAMPUNG DATO, UJANG BALAKONG, 43200 CHERAS, SEL."
402,00d0628164309,00p0952728088,7.6,17631,UNIHAKAINTERNATIONALSDNBND,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPLOI,81200 JOHOR BAHRU,JOHOR"
403,00d0835959293,00p0522351162,10.0,17613,PAGOYRESTANDSERVICEAREA,"LOT R1, KWS REHAT & RAWAT PAGOH ARAH UTARA, SIMPANG AMPAT PAGOH, LEBUHRAYA UTARA SELATAN, 84600,PAGOH,JOHOR"
404,00d0928366034,00p0921426159,51.3,16922,NADEJEPLATINMUSDNBHD,"GK 101,GND FLR,ONE UTAMA SHOPPING CNTRE NO.1,LEBUH BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR."
405,00d0750315464,00p0494401495,94.87,17591,SYARIKATPERNIAGAANGINKEE,"NO 290, JALAN AIR PANAS, SETPAK, 53200, KUALA LUMPUR."
406,00d0595804986,00p0414240051,27.43,17043,SPEEDMARTSB,"LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1558-TMN PUSAT KEPONG"
407,00d0599423844,00p0874343033,103.0,17617,GLHANDICRAFTTAIIORING,"19, JALAN KANCIL, OFF JALAN P0DU, 55100 KUALA LUMPRU MALAYSIA"
408,00d0957822503,00p0715492236,8.6,17552,CTTEALIVESBELLKEPONGOTFTOGOENTERPRISE,"SHELL STATION PT15944, MUKIM BATU, JLN BESAR KEPONG"
409,00d0784103375,00p0952553682,4.9,17260,SANYUSTATIONERYSHOP,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/ZX 40170 SETIA ALAM"
410,00d0831212127,00p0665651850,18.0,17554,TEOHDENGSTATIONERYBOOKS,"NO.53,JAALAN BESAR,45600 BATANG BERJ UNTAI SELANOGR DARUL EH5AN"
411,00d0191077139,00p0967195795,99.1,17609,RESTORANWANSHENG,"NO.2, JALAN TENENGGUNG 19/9, SEKSYEN 9, BANDAR NMAHKOTA CHERAS, 43200 CHREEAS, SELANGOR"
412,00d0201817639,00p0396741350,449.4,17534,POPUULARBOOKCOMDNBHD,"NO 8, JALAN 7/118B, DESA TUN RAZAK56000 KAULA LUMPUR, MALAYSIA"
413,00d0776331594,00p0714899529,16.2,17564,ECOSHOPMARKETINGSDNBHD,"LOT F1-01, 6, JALAN 8/27A, SEKSYEN 55 WANGSA MAJU, 53300 KUALA LUMPUR, WILAYAH PERSEKUTUAN KUALA LUMPUR, MALAYSIA."
414,00d0734092781,00p0566840041,12.3,17675,MRDIYMSDNBHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
415,00d0986033233,00p0179596721,1.2,17836,SYARIKATPERNIAGAANGINKEE,"NO 290, JALAN AIR PANA, SETAPAK, 53200, KUALA LUMPUR."
416,00d0950629356,00p0933700126,12.0,17870,DELUXECIRCLEFRESHMARTSDNBHHD,"NO. 89&91, JALAN UTAMA, TAMA MUTIAA RINI, 81300 SKUDAI, JOHOR."
417,00d0259127407,00p0106130180,88.17,17583,SUNWONGKUTSDNBHD,176 JLN SSUNGEI BESI 57100 KUALA LUMPUR.
418,00d0606455264,00p0871283545,11.76,17590,KEDAIPAOANYEWCHUAN,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANOR."
419,00d0639354292,00p0508924387,0.0,17600,UNIHAKKAINTERNATIONALSDNBHD,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,8120 JOHOR BAHRU,JOHOR"
420,00d0607552804,00p0667640773,8.0,17449,TSHPOWERHARDWARETRADING,"13-1, JALAN PJU 5/10, DQTARAN SUNWAY, KOTA DAMANSARA, 47810, PETALING JAYA, SELANGOR"
421,00d0930697230,00p0115694764,28.5,17656,OLDTOWNOPITIAMSDNBHD,"NO,35, JALAN KEBUDAYAAN 8, TAMAN UNIVERSITY,8I300 SKUDAI, JOHOR"
422,00d0426803895,00p0249299212,31.8,17609,BONSENGPAPERSDBHD,"12, JAALN BUNGA TANJUNFG,2/16 SEKSYEN 2,40000 SHAH ALAM, SELANGOR"
423,00d0638988191,00p0432994198,31.8,17457,GRDENIABAKERIESKLSDNBHD,"LOT 3, JALAN ELABUR 23/1, 40300 SHAH ALAM, SELANGOR."
424,00d0121880972,00p0943973787,100.99,17603,YYONYTTHARDWARETRADING,"NO 4,JALAN PERJIRANAN 100, TAMAN AIR BIRU, 8170 PASIR GUDANG, JOHOR."
425,00d0664097059,00p0544980218,31.45,17482,MPHBOOKSTORESDSNBHD,"LOT S319, 2ND FLOOR, 1 UTAMA SHOPPING CENTRE, NO1, LEBUH BANDAR UTAMA,47800P.JAYA"
426,00d0377572170,00p0616191740,165.0,17331,BEMEDSPDSNBHD,"NO.49, JALAN DINAR G U3/G,SUBANG PERDANA, 40150 SHAH ALAM, SELANGOR D.E."
427,00d0182384739,00p0477834691,39.78,17402,GARDENIABAKRIESKLSDNBHD,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR."
428,00d0953772440,00p0804023246,4.7,17301,BROADVIEWMARKETINGSDNBHD,"NO. 9-G, JALAN DINAR D U3/D TAMAN SUBANG PERDAAN, SEK,U3, 40150 SHAH ALAM,SELANGOR DD.E."
429,00d0534693438,00p0430763828,2.0,17626,THERTOIMANBAKEDY,"117, JALAN RADIN HAGUS, SRI PEIALING"
430,00d0964499840,00p0817023586,26.69,17549,GGERBNAGALAFRESTAURATSSDNBHD,"LEVEL 6, BANGUNAN TYH, DAMANSARA UPTOWN3 NO.3, JAIAN SS21/39,47400 PETALING JAYA SELANGOR"
431,00d0904741091,00p0249157522,8.7,17664,UNOIHAKKAINTERNATIONALSDNBHD,"12, JALAN TAMPOI 7/4,KAWZSAN PERINDUSTRIAN ATMPOI,81200 JOHOR BAHRU,JOHOR"
432,00d0674219107,00p0131025914,52.45,17380,PREMIOSTATIONERYSDNBHD,F-G-01 JALAN SS 6/5B DATARAN GLOMCA. KELANA JAYA 47001 PETALING JAYA. SELANGOR
433,00d0362311019,00p0166204246,2.1,16897,SPEEDARTSB,"LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1174-PERMATA MAGNA"
434,00d0760304510,00p0947905633,8.6,0,MRDIYMSDNBBHD,"LOT 1 851 -A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
435,00d0588374381,00p0171550031,32.5,17411,YSOONFATTSB,"LOT 1594, BATU 8 1/2, JALAN KLANG LAMA, 46000 PETALING JAYA, SELWANGOR."
436,00d0911267818,00p0763984016,143.3,16988,MRDIYKUCHAISDNBHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGANN, SELANGOR"
437,00d0411132243,00p0772972704,84.19,17465,GARDENIABAKERIDSKLSDNBHD,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR."
438,00d0913770897,00p0520657247,112.45,17867,PERNJAGAANZHENGHU,NO.59 JALAN PERMAS 9/5 BANDAR BARU PERMAS JAYA 81760 JOHOR BAHRU
